geo_point_2d;geo_shape;nom_dept;nom_com;insee_com;nom_station;code_station;typologie;influence;nom_poll;id_poll_ue;valeur;unite;metrique;date_debut;date_fin;statut_valid;code_epci
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;13.0;µg/m3;horaire;2021-11-23T01:00:00+01:00;2021-11-23T01:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;14.2;µg/m3;horaire;2021-11-23T00:00:00+01:00;2021-11-23T00:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;14.2;µg/m3;horaire;2021-11-21T09:00:00+01:00;2021-11-21T09:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;14.3;µg/m3;horaire;2021-11-23T05:00:00+01:00;2021-11-23T05:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;15.1;µg/m3;horaire;2021-11-22T06:00:00+01:00;2021-11-22T06:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;15.5;µg/m3;horaire;2021-11-22T10:00:00+01:00;2021-11-22T10:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;16.5;µg/m3;horaire;2021-11-21T10:00:00+01:00;2021-11-21T10:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;16.9;µg/m3;horaire;2021-11-23T12:00:00+01:00;2021-11-23T12:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;17.9;µg/m3;horaire;2021-11-22T21:00:00+01:00;2021-11-22T21:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;18.4;µg/m3;horaire;2021-11-21T13:00:00+01:00;2021-11-21T13:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;18.5;µg/m3;horaire;2021-11-23T10:00:00+01:00;2021-11-23T10:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;20.0;µg/m3;horaire;2021-11-22T15:00:00+01:00;2021-11-22T15:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;20.2;µg/m3;horaire;2021-11-21T22:00:00+01:00;2021-11-21T22:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;20.7;µg/m3;horaire;2021-11-23T09:00:00+01:00;2021-11-23T09:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;21.2;µg/m3;horaire;2021-11-21T12:00:00+01:00;2021-11-21T12:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;22.6;µg/m3;horaire;2021-11-23T20:00:00+01:00;2021-11-23T20:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;23.2;µg/m3;horaire;2021-11-22T16:00:00+01:00;2021-11-22T16:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;23.3;µg/m3;horaire;2021-11-22T18:00:00+01:00;2021-11-22T18:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;27.5;µg/m3;horaire;2021-11-21T19:00:00+01:00;2021-11-21T19:59:59+01:00;1;244500468
47.907074,1.901139;"{""type"": ""Point"", ""coordinates"": [1.901139, 47.907074]}";LOIRET;Orléans;45234;Gambetta;FR34013;Urbaine;Trafic;NO2;8;30.5;µg/m3;horaire;2021-11-24T07:00:00+01:00;2021-11-24T07:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.0;µg/m3;horaire;2021-11-22T04:00:00+01:00;2021-11-22T04:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.0;µg/m3;horaire;2021-11-21T03:00:00+01:00;2021-11-21T03:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.1;µg/m3;horaire;2021-11-21T04:00:00+01:00;2021-11-21T04:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.1;µg/m3;horaire;2021-11-22T02:00:00+01:00;2021-11-22T02:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2021-11-24T02:00:00+01:00;2021-11-24T02:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2021-11-21T02:00:00+01:00;2021-11-21T02:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2021-11-22T06:00:00+01:00;2021-11-22T06:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2021-11-24T05:00:00+01:00;2021-11-24T05:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2021-11-23T03:00:00+01:00;2021-11-23T03:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2021-11-23T21:00:00+01:00;2021-11-23T21:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.3;µg/m3;horaire;2021-11-22T21:00:00+01:00;2021-11-22T21:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.3;µg/m3;horaire;2021-11-23T23:00:00+01:00;2021-11-23T23:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.3;µg/m3;horaire;2021-11-23T17:00:00+01:00;2021-11-23T17:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.4;µg/m3;horaire;2021-11-21T06:00:00+01:00;2021-11-21T06:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.4;µg/m3;horaire;2021-11-24T07:00:00+01:00;2021-11-24T07:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.6;µg/m3;horaire;2021-11-22T07:00:00+01:00;2021-11-22T07:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.8;µg/m3;horaire;2021-11-22T11:00:00+01:00;2021-11-22T11:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;0.9;µg/m3;horaire;2021-11-22T08:00:00+01:00;2021-11-22T08:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;1.1;µg/m3;horaire;2021-11-23T13:00:00+01:00;2021-11-23T13:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;1.1;µg/m3;horaire;2021-11-22T09:00:00+01:00;2021-11-22T09:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;1.1;µg/m3;horaire;2021-11-24T11:00:00+01:00;2021-11-24T11:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;1.4;µg/m3;horaire;2021-11-23T12:00:00+01:00;2021-11-23T12:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;1.4;µg/m3;horaire;2021-11-21T16:00:00+01:00;2021-11-21T16:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;1.5;µg/m3;horaire;2021-11-24T09:00:00+01:00;2021-11-24T09:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;2.1;µg/m3;horaire;2021-11-24T10:00:00+01:00;2021-11-24T10:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;2.3;µg/m3;horaire;2021-11-23T10:00:00+01:00;2021-11-23T10:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;NO;38;3.9;µg/m3;horaire;2021-11-24T08:00:00+01:00;2021-11-24T08:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;0.0;µg/m3;horaire;2021-11-24T12:00:00+01:00;2021-11-24T12:59:59+01:00;0;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;6.3;µg/m3;horaire;2021-11-23T13:00:00+01:00;2021-11-23T13:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;7.7;µg/m3;horaire;2021-11-23T17:00:00+01:00;2021-11-23T17:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;8.6;µg/m3;horaire;2021-11-22T17:00:00+01:00;2021-11-22T17:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;9.3;µg/m3;horaire;2021-11-22T11:00:00+01:00;2021-11-22T11:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;10.0;µg/m3;horaire;2021-11-23T10:00:00+01:00;2021-11-23T10:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;10.2;µg/m3;horaire;2021-11-23T20:00:00+01:00;2021-11-23T20:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;10.8;µg/m3;horaire;2021-11-22T15:00:00+01:00;2021-11-22T15:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;10.8;µg/m3;horaire;2021-11-22T16:00:00+01:00;2021-11-22T16:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;10.9;µg/m3;horaire;2021-11-23T09:00:00+01:00;2021-11-23T09:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;11.4;µg/m3;horaire;2021-11-21T20:00:00+01:00;2021-11-21T20:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;11.8;µg/m3;horaire;2021-11-21T22:00:00+01:00;2021-11-21T22:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;11.9;µg/m3;horaire;2021-11-22T08:00:00+01:00;2021-11-22T08:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;12.2;µg/m3;horaire;2021-11-24T01:00:00+01:00;2021-11-24T01:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;12.3;µg/m3;horaire;2021-11-22T06:00:00+01:00;2021-11-22T06:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;12.4;µg/m3;horaire;2021-11-22T02:00:00+01:00;2021-11-22T02:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;12.7;µg/m3;horaire;2021-11-24T04:00:00+01:00;2021-11-24T04:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;13.4;µg/m3;horaire;2021-11-24T08:00:00+01:00;2021-11-24T08:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;14.0;µg/m3;horaire;2021-11-24T06:00:00+01:00;2021-11-24T06:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;14.1;µg/m3;horaire;2021-11-23T08:00:00+01:00;2021-11-23T08:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;14.1;µg/m3;horaire;2021-11-23T07:00:00+01:00;2021-11-23T07:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;14.6;µg/m3;horaire;2021-11-24T05:00:00+01:00;2021-11-24T05:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;16.2;µg/m3;horaire;2021-11-23T05:00:00+01:00;2021-11-23T05:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;18.0;µg/m3;horaire;2021-11-23T04:00:00+01:00;2021-11-23T04:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;18.2;µg/m3;horaire;2021-11-21T05:00:00+01:00;2021-11-21T05:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;18.6;µg/m3;horaire;2021-11-24T11:00:00+01:00;2021-11-24T11:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;19.4;µg/m3;horaire;2021-11-23T02:00:00+01:00;2021-11-23T02:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;21.4;µg/m3;horaire;2021-11-21T11:00:00+01:00;2021-11-21T11:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;27.3;µg/m3;horaire;2021-11-21T15:00:00+01:00;2021-11-21T15:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;35.0;µg/m3;horaire;2021-11-21T18:00:00+01:00;2021-11-21T18:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM10;5;35.8;µg/m3;horaire;2021-11-21T19:00:00+01:00;2021-11-21T19:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;0.0;µg/m3;horaire;2021-11-24T12:00:00+01:00;2021-11-24T12:59:59+01:00;0;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;2.7;µg/m3;horaire;2021-11-23T14:00:00+01:00;2021-11-23T14:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;3.2;µg/m3;horaire;2021-11-23T15:00:00+01:00;2021-11-23T15:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;3.7;µg/m3;horaire;2021-11-23T13:00:00+01:00;2021-11-23T13:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;4.2;µg/m3;horaire;2021-11-23T12:00:00+01:00;2021-11-23T12:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;5.5;µg/m3;horaire;2021-11-23T11:00:00+01:00;2021-11-23T11:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;7.5;µg/m3;horaire;2021-11-22T15:00:00+01:00;2021-11-22T15:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;7.7;µg/m3;horaire;2021-11-22T13:00:00+01:00;2021-11-22T13:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;7.8;µg/m3;horaire;2021-11-23T10:00:00+01:00;2021-11-23T10:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;7.9;µg/m3;horaire;2021-11-23T20:00:00+01:00;2021-11-23T20:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;8.1;µg/m3;horaire;2021-11-22T12:00:00+01:00;2021-11-22T12:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;8.1;µg/m3;horaire;2021-11-21T21:00:00+01:00;2021-11-21T21:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;8.4;µg/m3;horaire;2021-11-23T22:00:00+01:00;2021-11-23T22:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;9.2;µg/m3;horaire;2021-11-22T05:00:00+01:00;2021-11-22T05:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;9.6;µg/m3;horaire;2021-11-22T03:00:00+01:00;2021-11-22T03:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;9.7;µg/m3;horaire;2021-11-21T20:00:00+01:00;2021-11-21T20:59:59+01:00;1;244500468
47.917394,1.966255;"{""type"": ""Point"", ""coordinates"": [1.966255, 47.917394]}";LOIRET;Saint-Jean-de-Braye;45284;St Jean;FR34014;Urbaine;Fond;PM2.5;6001;10.2;µg/m3;horaire;2021-11-22T02:00:00+01:00;2021-11-22T02:59:59+01:00;1;244500468
